model,year,variable,run,question_text,options,prompt,response,response_clean
claude,2012,absingle,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2012. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2012,absingle,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2012. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2012,absingle,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2012. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abany,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abany,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abany,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abany,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abany,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abdefect,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abdefect,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abdefect,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abdefect,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abdefect,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abhlth,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abhlth,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abhlth,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abhlth,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abhlth,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abnomore,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abnomore,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abnomore,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abnomore,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abnomore,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abpoor,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abpoor,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abpoor,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abpoor,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abpoor,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abrape,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abrape,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abrape,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abrape,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,abrape,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,absingle,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,absingle,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,absingle,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,absingle,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2017,absingle,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,"1. Yes
2. No","It is now 2017. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abany,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abany,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abany,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abany,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abany,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman wants it for any reason?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abdefect,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abdefect,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abdefect,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abdefect,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abdefect,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abhlth,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abhlth,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abhlth,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abhlth,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abhlth,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the woman's own health is seriously endangered by the pregnancy?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abnomore,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abnomore,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abnomore,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abnomore,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abnomore,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if she is married and does not want any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abpoor,1,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abpoor,2,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abpoor,3,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abpoor,4,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
claude,2022,abpoor,5,Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,"1. Yes
2. No","It is now 2022. You are answering survey questions as a typical American adult living in the United States.

Question: Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?

Options:
1. Yes
2. No

Respond with ONLY the number of your answer (e.g., ""1"" or ""2""). Do not explain your reasoning.",NA,NA
